observation_id,access,user_id,specie_id,specie_name,major_clade,family_molecules,family_morphology,location_id,location_name,latitude,longitude,resource_id,resource_secondary_id,measurement_id,trait_id,trait_name,standard_id,standard_unit,methodology_id,methodology_name,value,value_type,precision,precision_type,precision_upper,replicates,notes
111615,1,2,616,Echinopora tiranensis,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,126062,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,digitate,expert_opinion,,,,,
93189,1,54,616,Echinopora tiranensis,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,100916,138,Range size,8,km^2,10,Calculated from GIS shapefile,1573127.772,raw_value,,,,,
160477,1,2,632,Enigmopora darveliensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,31,,204395,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
31037,1,1,634,Erythrastrea flabellata,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,29824,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,546672.4494,raw_value,,,,,
93194,1,54,634,Erythrastrea flabellata,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,100921,138,Range size,8,km^2,10,Calculated from GIS shapefile,3067296.602,raw_value,,,,,
111617,1,2,634,Erythrastrea flabellata,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,126064,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
31086,1,5,635,Euphyllia ancora,Complex,Euphylliidae,Euphyllidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,29871,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
31105,1,1,635,Euphyllia ancora,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,10,,29889,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,15836805.03,raw_value,,,,,
93199,1,54,635,Euphyllia ancora,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,605,,100926,138,Range size,8,km^2,10,Calculated from GIS shapefile,30376298.38,raw_value,,,,,
111619,1,2,635,Euphyllia ancora,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,10,,126066,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
111621,1,2,636,Euphyllia cristata,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,10,,126068,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
93204,1,54,636,Euphyllia cristata,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,605,,100931,138,Range size,8,km^2,10,Calculated from GIS shapefile,43476681.47,raw_value,,,,,
31151,1,5,636,Euphyllia cristata,Complex,Euphylliidae,Euphyllidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,29932,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
31170,1,1,636,Euphyllia cristata,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,10,,29950,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,25970746.43,raw_value,,,,,
111623,1,2,637,Euphyllia divisa,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,10,,126070,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
93209,1,54,637,Euphyllia divisa,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,605,,100936,138,Range size,8,km^2,10,Calculated from GIS shapefile,20468618.24,raw_value,,,,,
31222,1,5,637,Euphyllia divisa,Complex,Euphylliidae,Euphyllidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,30000,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
31240,1,1,637,Euphyllia divisa,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,10,,30017,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,14329229.95,raw_value,,,,,
93214,1,54,639,Euphyllia glabrescens,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,605,,100941,138,Range size,8,km^2,10,Calculated from GIS shapefile,77897325.54,raw_value,,,,,
31326,1,5,639,Euphyllia glabrescens,Complex,Euphylliidae,Euphyllidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,30100,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
111625,1,2,639,Euphyllia glabrescens,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,10,,126072,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
31345,1,1,639,Euphyllia glabrescens,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,10,,30118,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,32194545.13,raw_value,,,,,
31407,1,1,640,Euphyllia paraancora,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,10,,30178,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,14204082.17,raw_value,,,,,
111627,1,2,640,Euphyllia paraancora,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,10,,126074,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
93219,1,54,640,Euphyllia paraancora,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,605,,100946,138,Range size,8,km^2,10,Calculated from GIS shapefile,22079903.5,raw_value,,,,,
31464,1,1,641,Euphyllia paradivisa,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,10,,30234,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,2192812.527,raw_value,,,,,
93224,1,54,641,Euphyllia paradivisa,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,605,,100951,138,Range size,8,km^2,10,Calculated from GIS shapefile,7084735.803,raw_value,,,,,
111629,1,2,641,Euphyllia paradivisa,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,10,,126076,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
111631,1,2,642,Euphyllia paraglabrescens,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,10,,126078,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
31523,1,1,642,Euphyllia paraglabrescens,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,10,,30292,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,697826.8982,raw_value,,,,,
93229,1,54,642,Euphyllia paraglabrescens,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,605,,100956,138,Range size,8,km^2,10,Calculated from GIS shapefile,11567.19079,raw_value,,,,,
111633,1,2,643,Euphyllia yaeyamaensis,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,10,,126080,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
31568,1,5,643,Euphyllia yaeyamaensis,Complex,Euphylliidae,Euphyllidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,30335,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
31585,1,1,643,Euphyllia yaeyamaensis,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,10,,30351,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,9146268.304,raw_value,,,,,
93234,1,54,643,Euphyllia yaeyamaensis,Complex,Euphylliidae,Euphyllidae,1,Global estimate,,,605,,100961,138,Range size,8,km^2,10,Calculated from GIS shapefile,31402232.41,raw_value,,,,,
111635,1,2,644,Eusmilia fastigiata,Robust,Meandrinidae,Meandrinidae,1,Global estimate,,,10,,126082,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
31653,1,1,644,Eusmilia fastigiata,Robust,Meandrinidae,Meandrinidae,1,Global estimate,,,10,,30418,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,3876623.062,raw_value,,,,,
157004,1,14,644,Eusmilia fastigiata,Robust,Meandrinidae,Meandrinidae,522,Atlantic (unspecified),13.695557,-47.026395,740,,199806,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),stress-tolerant,model_derived,,,,,
111637,1,2,649,Favia fragum,Robust,Mussidae,Faviidae,1,Global estimate,,,10,,126084,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
31970,1,1,649,Favia fragum,Robust,Mussidae,Faviidae,1,Global estimate,,,10,,30723,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,5919754.935,raw_value,,,,,
157006,1,14,649,Favia fragum,Robust,Mussidae,Faviidae,522,Atlantic (unspecified),13.695557,-47.026395,740,,199808,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),stress-tolerant,model_derived,,,,,
160519,1,31,650,Favia gravida,Robust,Mussidae,Faviidae,1,Global estimate,,,845,,204437,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
93339,1,54,670,Favites abdita,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101066,138,Range size,8,km^2,10,Calculated from GIS shapefile,103263325,raw_value,,,,,
33354,1,5,670,Favites abdita,Robust,Merulinidae,Faviidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,32053,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
157010,1,14,670,Favites abdita,Robust,Merulinidae,Faviidae,409,Indo-Pacific (unspecified),0,160,740,,199812,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),stress-tolerant,model_derived,,,,,
33373,1,1,670,Favites abdita,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,32071,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,41238973.57,raw_value,,,,,
111640,1,2,670,Favites abdita,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,126087,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
93344,1,54,671,Favites acuticollis,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101071,138,Range size,8,km^2,10,Calculated from GIS shapefile,8912379.66,raw_value,,,,,
111642,1,2,671,Favites acuticollis,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,126089,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
33432,1,1,671,Favites acuticollis,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,32129,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,11705074.74,raw_value,,,,,
33546,1,5,673,Favites chinensis,Robust,Merulinidae,Faviidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,32238,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
93354,1,54,673,Favites chinensis,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101081,138,Range size,8,km^2,10,Calculated from GIS shapefile,82310357.14,raw_value,,,,,
33565,1,1,673,Favites chinensis,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,32256,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,31867659.97,raw_value,,,,,
111645,1,2,673,Favites chinensis,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,126092,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
157011,1,14,673,Favites chinensis,Robust,Merulinidae,Faviidae,409,Indo-Pacific (unspecified),0,160,740,,199813,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),stress-tolerant,model_derived,,,,,
48544,1,5,976,Favites colemani,Robust,Merulinidae,Faviidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,46620,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
111647,1,2,976,Favites colemani,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,126094,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,encrusting,expert_opinion,,,,,
94019,1,54,976,Favites colemani,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101746,138,Range size,8,km^2,10,Calculated from GIS shapefile,33871434.25,raw_value,,,,,
33639,1,1,674,Favites complanata,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,32326,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,39595308.56,raw_value,,,,,
111650,1,2,674,Favites complanata,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,126097,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
33621,1,5,674,Favites complanata,Robust,Merulinidae,Faviidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,32309,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
93359,1,54,674,Favites complanata,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101086,138,Range size,8,km^2,10,Calculated from GIS shapefile,85913904.65,raw_value,,,,,
111652,1,2,675,Favites flexuosa,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,126099,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
33711,1,1,675,Favites flexuosa,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,32394,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,42047443.61,raw_value,,,,,
33693,1,5,675,Favites flexuosa,Robust,Merulinidae,Faviidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,32377,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
93364,1,54,675,Favites flexuosa,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101091,138,Range size,8,km^2,10,Calculated from GIS shapefile,92893910.91,raw_value,,,,,
111655,1,2,676,Favites halicora,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,126102,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
157012,1,14,676,Favites halicora,Robust,Merulinidae,Faviidae,409,Indo-Pacific (unspecified),0,160,740,,199814,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),stress-tolerant,model_derived,,,,,
33785,1,1,676,Favites halicora,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,32465,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,33929893.49,raw_value,,,,,
33767,1,5,676,Favites halicora,Robust,Merulinidae,Faviidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,32448,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
93369,1,54,676,Favites halicora,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101096,138,Range size,8,km^2,10,Calculated from GIS shapefile,77915325.77,raw_value,,,,,
111657,1,2,980,Favites magnistellata,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,126104,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
94029,1,54,980,Favites magnistellata,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101756,138,Range size,8,km^2,10,Calculated from GIS shapefile,73928632.3,raw_value,,,,,
48802,1,5,980,Favites magnistellata,Robust,Merulinidae,Faviidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,46869,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
160536,1,31,672,Favites melicerum,Robust,Merulinidae,Faviidae,1,Global estimate,,,297,,204454,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,submassive,expert_opinion,,,,,
33493,1,1,672,Favites melicerum,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,32188,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,19044584.04,raw_value,,,,,
93349,1,54,672,Favites melicerum,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101076,138,Range size,8,km^2,10,Calculated from GIS shapefile,29973100.44,raw_value,,,,,
93374,1,54,677,Favites micropentagonus,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101101,138,Range size,8,km^2,10,Calculated from GIS shapefile,8949473.014,raw_value,,,,,
111660,1,2,677,Favites micropentagonus,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,126107,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,submassive,expert_opinion,,,,,
33847,1,1,677,Favites micropentagonus,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,32525,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,13635317.8,raw_value,,,,,
93379,1,54,678,Favites paraflexuosus,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101106,138,Range size,8,km^2,10,Calculated from GIS shapefile,31226433.7,raw_value,,,,,
33909,1,1,678,Favites paraflexuosus,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,32585,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,14472153.73,raw_value,,,,,
111663,1,2,678,Favites paraflexuosus,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,126110,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
93384,1,54,679,Favites pentagona,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101111,138,Range size,8,km^2,10,Calculated from GIS shapefile,89294839.47,raw_value,,,,,
33970,1,5,679,Favites pentagona,Robust,Merulinidae,Faviidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,32643,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
33988,1,1,679,Favites pentagona,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,32660,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,36416686.88,raw_value,,,,,
157013,1,14,679,Favites pentagona,Robust,Merulinidae,Faviidae,409,Indo-Pacific (unspecified),0,160,740,,199815,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),stress-tolerant,model_derived,,,,,
111666,1,2,679,Favites pentagona,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,126113,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,submassive,expert_opinion,,,,,
93309,1,54,663,Favites rotundata,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101036,138,Range size,8,km^2,10,Calculated from GIS shapefile,51864324.52,raw_value,,,,,
32887,1,5,663,Favites rotundata,Robust,Merulinidae,Faviidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,31603,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
32908,1,1,663,Favites rotundata,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,31623,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,27754585.05,raw_value,,,,,
111670,1,2,663,Favites rotundata,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,126117,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
34155,1,1,682,Favites spinosa,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,32822,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,6149305.238,raw_value,,,,,
93394,1,54,682,Favites spinosa,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101121,138,Range size,8,km^2,10,Calculated from GIS shapefile,16954931.06,raw_value,,,,,
111673,1,2,682,Favites spinosa,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,126120,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
34221,1,1,683,Favites stylifera,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,32885,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,7743247.762,raw_value,,,,,
93399,1,54,683,Favites stylifera,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101126,138,Range size,8,km^2,10,Calculated from GIS shapefile,14361268.25,raw_value,,,,,
111675,1,2,683,Favites stylifera,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,126122,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,submassive,expert_opinion,,,,,
94049,1,54,984,Favites valenciennesi,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101776,138,Range size,8,km^2,10,Calculated from GIS shapefile,61876103.6,raw_value,,,,,
157043,1,14,984,Favites valenciennesi,Robust,Merulinidae,Faviidae,409,Indo-Pacific (unspecified),0,160,740,,199845,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),stress-tolerant,model_derived,,,,,Was Montastrea curta
49057,1,5,984,Favites valenciennesi,Robust,Merulinidae,Faviidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,47112,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
111678,1,2,984,Favites valenciennesi,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,126125,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,submassive,expert_opinion,,,,,
93404,1,54,684,Favites vasta,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101131,138,Range size,8,km^2,10,Calculated from GIS shapefile,26690552.42,raw_value,,,,,
34283,1,1,684,Favites vasta,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,32946,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,11106082.71,raw_value,,,,,
111681,1,2,684,Favites vasta,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,126128,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
36296,1,5,740,Fungia fungites,Robust,Fungiidae,Fungiidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,34862,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
157014,1,14,740,Fungia fungites,Robust,Fungiidae,Fungiidae,409,Indo-Pacific (unspecified),0,160,740,,199816,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),stress-tolerant,model_derived,,,,,
36810,1,1,740,Fungia fungites,Robust,Fungiidae,Fungiidae,1,Global estimate,,,10,,35356,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,1821305.624,raw_value,,,,,
36318,1,1,740,Fungia fungites,Robust,Fungiidae,Fungiidae,1,Global estimate,,,10,,34883,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,41430256.5,raw_value,,,,,
110884,1,2,740,Fungia fungites,Robust,Fungiidae,Fungiidae,1,Global estimate,,,10,,125331,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
93459,1,54,740,Fungia fungites,Robust,Fungiidae,Fungiidae,1,Global estimate,,,605,,101186,138,Range size,8,km^2,10,Calculated from GIS shapefile,5910324.112,raw_value,,,,,
93429,1,54,740,Fungia fungites,Robust,Fungiidae,Fungiidae,1,Global estimate,,,605,,101156,138,Range size,8,km^2,10,Calculated from GIS shapefile,83039142.35,raw_value,,,,,
38193,1,5,781,Galaxea acrhelia,Complex,Euphylliidae,Oculinidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,36674,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
111683,1,2,781,Galaxea acrhelia,Complex,Euphylliidae,Oculinidae,1,Global estimate,,,10,,126130,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
93499,1,54,781,Galaxea acrhelia,Complex,Euphylliidae,Oculinidae,1,Global estimate,,,605,,101226,138,Range size,8,km^2,10,Calculated from GIS shapefile,13270077.68,raw_value,,,,,
38211,1,1,781,Galaxea acrhelia,Complex,Euphylliidae,Oculinidae,1,Global estimate,,,10,,36691,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,6922497.019,raw_value,,,,,
111685,1,2,782,Galaxea astreata,Complex,Euphylliidae,Oculinidae,1,Global estimate,,,10,,126132,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,submassive,expert_opinion,,,,,
38263,1,5,782,Galaxea astreata,Complex,Euphylliidae,Oculinidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,36740,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
93504,1,54,782,Galaxea astreata,Complex,Euphylliidae,Oculinidae,1,Global estimate,,,605,,101231,138,Range size,8,km^2,10,Calculated from GIS shapefile,72703639.29,raw_value,,,,,
38283,1,1,782,Galaxea astreata,Complex,Euphylliidae,Oculinidae,1,Global estimate,,,10,,36759,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,34005158.58,raw_value,,,,,
157016,1,14,782,Galaxea astreata,Complex,Euphylliidae,Oculinidae,409,Indo-Pacific (unspecified),0,160,740,,199818,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),stress-tolerant,model_derived,,,,,
38341,1,1,783,Galaxea cryptoramosa,Complex,Euphylliidae,Oculinidae,1,Global estimate,,,10,,36815,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,6788317.435,raw_value,,,,,
93509,1,54,783,Galaxea cryptoramosa,Complex,Euphylliidae,Oculinidae,1,Global estimate,,,605,,101236,138,Range size,8,km^2,10,Calculated from GIS shapefile,7123260.802,raw_value,,,,,
111689,1,2,783,Galaxea cryptoramosa,Complex,Euphylliidae,Oculinidae,1,Global estimate,,,10,,126136,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
157017,1,14,784,Galaxea fascicularis,Complex,Euphylliidae,Oculinidae,409,Indo-Pacific (unspecified),0,160,740,,199819,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),stress-tolerant,model_derived,,,,,
38418,1,1,784,Galaxea fascicularis,Complex,Euphylliidae,Oculinidae,1,Global estimate,,,10,,36889,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,41504973.44,raw_value,,,,,
111693,1,2,784,Galaxea fascicularis,Complex,Euphylliidae,Oculinidae,1,Global estimate,,,10,,126140,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
38400,1,5,784,Galaxea fascicularis,Complex,Euphylliidae,Oculinidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,36872,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
93514,1,54,784,Galaxea fascicularis,Complex,Euphylliidae,Oculinidae,1,Global estimate,,,605,,101241,138,Range size,8,km^2,10,Calculated from GIS shapefile,83453879.74,raw_value,,,,,
93519,1,54,785,Galaxea horrescens,Complex,Euphylliidae,Oculinidae,1,Global estimate,,,605,,101246,138,Range size,8,km^2,10,Calculated from GIS shapefile,40453670.66,raw_value,,,,,
111695,1,2,785,Galaxea horrescens,Complex,Euphylliidae,Oculinidae,1,Global estimate,,,10,,126142,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
38482,1,1,785,Galaxea horrescens,Complex,Euphylliidae,Oculinidae,1,Global estimate,,,10,,36951,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,21450916.43,raw_value,,,,,
38467,1,5,785,Galaxea horrescens,Complex,Euphylliidae,Oculinidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,36937,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
38542,1,1,786,Galaxea longisepta,Complex,Euphylliidae,Oculinidae,1,Global estimate,,,10,,37008,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,11465252.68,raw_value,,,,,
